wallet_address,behavioral_score,risk_score,consistency_score,health_score,bot_probability,credit_score,total_transactions,liquidation_count
0x04ea240f764d8784d76485863ee5accf9e336f9e,56.694972415680986,94.00746338448982,92.46553147574821,83.14473684210526,0.0,785,19,0
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,64.59400018900934,84.7293226422001,88.2794169356063,85.0,0.0,784,63,0
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,65.09143964212574,73.52941176470588,86.02746614803127,100.0,0.0,784,51,0
0x05986ff3f0e4c621ba6484762f2d734201c33b54,57.051966069605626,90.80024166312253,78.13076583092253,100.0,0.0,783,17,0
0x017d08868e2ddbf4d2b28171457c1ce6976fe212,66.26062371731001,79.18423387848387,76.74959481361427,100.0,0.0,783,60,0
0x022b755d4b5db88a2c32499fa667904fbe24c928,68.94981468416998,86.99908742530006,79.97434554973822,81.73333333333333,0.0,782,100,0
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,51.90847679285961,89.86542050219093,90.91754756871036,97.0,0.0,782,12,0
0x0477455e0e65928b993ba49bbbd5ce8d434fe1d2,63.82109840446546,86.51006722855067,79.05290791599353,91.91666666666667,0.0,782,40,0
0x01f0592d70220b0bc1802d27d90c22ff40dd7161,68.18174117204182,91.0442097949938,69.52604590892263,87.83783783783784,0.0,781,74,0
0x03ef433cfeb13c0ed1242557fbdbd716478fddc4,55.78062322384401,89.31435179856467,80.60254829569847,100.0,0.0,780,20,0
0x020d56e549db2ca35fac74118b28f159500701c0,60.54208779309152,88.99620874814447,84.94176863181313,87.625,0.0,780,30,0
0x007078c8001b515b14000cc78306072a5dfd55b3,60.560757043743756,91.87007226447902,83.87381844712388,85.25,0.0,780,30,0
0x02d27262a78932e692eb9330646987559670bbda,64.60247733034684,86.67575778648305,76.26699501936912,92.0,0.0,779,40,0
0x01750c374d9fae78ca0dd39a0f4f0f4fec06181c,59.652243004521395,91.56602788655684,86.85645823094418,83.44827586206897,0.0,778,29,0
0x04d77f0bcc07515b0ba5d67bb812d6dcf1f1b2f6,63.942356323800055,80.05782939082972,77.14135964744204,100.0,0.0,778,51,0
0x048aaa70a3e351c9e3b487ba78fa03efbf062067,68.4089664287841,84.77913684234414,76.6816499206769,86.63303909205548,0.0,778,61,0
0x05f54eaf83bb7cb628a6424beb527eed605ac610,59.415333673325534,88.89289385084204,73.73055555555555,100.0,0.0,778,28,0
0x00983187e18f62a2ac1dcebd63f2e5f50394cc74,64.49462830223314,89.40914366490284,86.00195423282383,77.6923076923077,0.0,777,39,0
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,60.30877117359412,90.42040684750745,70.61874597827322,99.5,0.0,777,30,0
0x001bc97d92e1a30b02d4e75be25f06063555d556,64.14401710613868,87.55551826264802,91.48366509337164,75.5,0.0,777,45,0
0x01e21477fc4a6395ca9b6873c014a1c7181158e1,53.968759408756085,91.93011899866644,79.02257709251101,100.0,0.0,777,16,0
0x009c8da3408c57e8c4b6872fbbdf832dadf45c5e,51.96067073481062,83.27720868320151,94.41750690254628,99.0909090909091,0.0,777,22,0
0x04c66a0474f1c6dee2a36fc6254f60989ba2651a,54.318680730001205,92.04659497317019,87.94787632444282,90.08823529411765,0.0,776,17,0
0x049ca02e4394a5ddea5ef9c3194d82e640187573,64.7495305564687,85.83762583871903,85.89277736361034,81.17398648648648,0.0,775,74,0
0x03a493d043b71da48fd882161dae488abe112432,62.55372222233012,92.04784468954617,85.76112475950865,77.0,0.0,775,30,0
0x04895114da673f16d83a75e4cd3c64a68e2428c8,66.17365444668962,85.67857101877534,89.05417211591654,75.75757575757575,0.0,775,66,0
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,58.12165994799101,91.59469241941349,85.5592668687222,85.89285714285714,0.0,775,28,0
0x04c18cbf703c72591f1800b52d801a948f55e00c,68.28193425227377,82.77622242723601,85.6269623059867,78.18181818181819,0.0,774,66,0
0x013b81ad989b9009f4dab4c804c6007882f9a190,66.05833595444834,84.93836511264213,81.06182084955195,84.18181818181819,0.0,774,55,0
0x0081b2ec2af3f22528d6581e6554aaba5141e985,53.07274278583603,90.93379589450205,95.76483474833232,84.79411764705883,0.0,774,17,0
0x02aef62867532fbddf4521b3889a5af09b5333d8,52.404182121520385,90.1752894274865,86.86532677848469,95.42857142857143,0.0,773,14,0
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,65.31501220215785,82.31736919443884,87.54031458626059,81.81372549019608,0.0,773,51,0
0x034c69160676cd0f0ee35719a93343ea066e31a4,59.414684058825856,87.19225813575994,87.45200381679389,85.83333333333333,0.0,773,24,0
0x02e07cc7e01b1ca69c0a6de55bfd9b99a8f0af3a,64.38993158025134,73.46938775510205,81.70237955838073,100.0,0.0,772,49,0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,65.99253788019584,89.60613418764116,82.12644376899695,76.27906976744185,0.0,772,43,0
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,67.79561722287511,83.04241225028977,89.08684317967156,74.23913043478261,0.0,772,46,0
0x02d77fc7307cd7ec962eda62d25936156a7a6492,70.21228995062344,86.42719054593378,77.92423656745265,77.23557692307692,0.0,772,78,0
0x047fdc2db6ee901f154f60b36626194d2c2a68f7,63.96397931711466,74.76141477721535,80.80632628092268,100.0,0.0,772,47,0
0x02ca089c541a1e8d8cec24e066d7ffe2085cc528,52.8390061132968,90.03436596421187,84.59855853391684,95.79166666666667,0.0,771,16,0
0x05c0498541807d238450690d4d8a0149e0a84e4f,66.22937618009695,87.69643172864548,88.99402334231114,70.92391304347827,0.0,771,46,0
0x051b903060920fc5751479a85ad5340587267a53,63.12785675633666,87.19527966858786,82.43127048390205,83.84615384615384,0.0,771,39,0
0x053ab16a247321e312f3a8a2a0a8abda48707241,58.26924691555155,90.07765813397191,87.01259431962696,84.04761904761904,0.0,771,21,0
0x02b13fd8e0557ca41834df8fc2922eeadf4af6a7,58.602401303904045,95.63078085881708,85.58242055442868,78.0,0.0,771,18,0
0x018ba7d4c044254f4ae94652b09c790baf7db3ca,60.31609563824432,86.91475064819403,88.71757414017412,82.32974910394265,0.0,770,31,0
0x02e2e0296a3caee924b900b69f7b3ebd16729ecc,63.257324853903214,85.27037417431043,74.92382312220965,92.98449612403101,0.0,770,43,0
0x00d29fbc981d05edba69bc0909e391a132271357,66.79599674740166,80.76575223901183,83.31728332488596,83.99553571428572,0.0,770,64,0
0x01708df7ee281fe5a8bf6a967b4fd8df8623e98b,68.05374908775306,82.48872378485557,93.76772662553394,69.13333333333333,0.0,770,50,0
0x017b69d5d9325f15c278a658a619a49bdb4d6665,68.281089812162,82.66764269496737,90.92641990451642,70.59738134206219,0.0,769,47,0
0x017c4d3aff4d726da43846579fe49c3646abd6a6,49.14117479966535,90.82745954173825,94.4944214876033,90.66666666666666,0.0,769,9,0
0x02ad56758fef56099cf57531d0c97bb1aa1f076e,70.24065867785812,81.41276657522306,82.22109819984811,77.83333333333334,0.0,769,95,0
0x01b3f02ff86fca973084faa9e4e24014c1dfcb8f,71.04452859769033,81.41929076207424,84.29021266107662,73.44827586206897,0.0,768,87,0
0x036dbbd11bf2958377e459cb75fec9bb9944785a,67.87300668652543,83.54597679677451,76.78407514791797,84.04255319148936,0.0,768,47,0
0x0202ef0ff22c58039de970c4460c9ebd2ed6b309,67.8677527323928,81.2778014541808,82.9720657677647,80.71428571428571,0.0,768,63,0
0x047fe25b45dd7f73258d858971cfe41e004e6132,68.34828680684589,85.40509084466127,82.215957021156,75.27597402597402,0.0,768,77,0
0x045a41a9d9cb0fc81cfe1e8f486e5c53a3b3ce8b,67.1436336664992,82.44562585632812,83.12591285442522,80.27960526315789,0.0,768,76,0
0x05b26f4df5372eefabb23039b69e2eabc8684666,62.97261601287036,87.99128360076153,77.7796033202969,85.58823529411765,0.0,767,34,0
0x008183a11eacc113e85007bd14bfbd6da3f687f9,69.55000071214224,83.02931881640241,78.47116613826456,79.46886446886447,0.0,767,63,0
0x04cda19cb300c98a5ff01a9bafc907e8751268d8,69.2029031666154,83.70363752259884,76.65099268547544,81.03535353535354,0.0,767,99,0
0x017e019d6344b47854635ee87f728831260c87b5,63.56519844167031,83.97446911823444,98.09927187316501,69.33333333333334,0.0,767,40,0
0x02744561ef8292feec44b87d08e8961bb4e29bd8,67.48698235740513,88.36551532458991,82.9232505643341,71.31229235880399,0.0,766,43,0
0x02be55b9045cfa9195e851c35896b33da3693764,55.737237267667005,83.99349934233986,93.87122202039141,85.89285714285714,0.0,765,24,0
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,58.159208763885005,88.56463589990078,79.95200500942367,90.08823529411765,0.0,765,17,0
0x0337cbd1a09ae0c4e7f802c0ce2cffe880ef49ba,65.99278237761791,87.0413311902344,79.06449394148399,79.19642857142857,0.0,765,56,0
0x01cf15d50e91ea8731572a07afbf782233339ad7,70.0545763886844,85.33609752239398,76.18916967509026,77.01764705882353,0.0,765,100,0
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,65.80583318938118,86.64909761728933,82.56984801570437,76.4010989010989,0.0,765,91,0
0x04261f3a4f4e244b80ed7e3d8b7ff28abd6c4dc9,66.73377671005112,83.45433376155472,82.19128439116315,78.52727272727273,0.0,764,50,0
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,59.23677185555007,82.82691687104312,85.03058155080214,89.54545454545455,0.0,764,33,0
0x03af198dc04505a7210ae1e87d6d1d930f7a748b,53.75145900730955,87.99602192399925,85.56553044112286,92.61538461538461,0.0,764,13,0
0x04eefaeb6f90a5627dba307c15a65acf3e589573,54.64917355245372,87.56042006458057,90.2819266151317,86.15942028985506,0.0,763,23,0
0x05941c397545b80cc196fe139b989ab1be63197c,49.519727373884315,87.0009884322013,90.96942148760331,94.92307692307692,0.0,763,13,0
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,50.20562737086291,91.18370159206658,88.85000000000001,91.0,0.0,763,6,0
0x05928b30cdadf923980ad00655f89349d08751fd,68.95601414077424,82.70495992981905,90.01296126734975,67.63636363636364,0.0,763,55,0
0x036161ee78969e00d3ea480f2139357fd77247ac,68.07626152497409,82.61768334524542,87.4600380443604,71.41025641025641,0.0,763,52,0
0x026d639c41b00c686ad758543cf569dfcf2e3d4a,58.380883242788215,87.53715248676853,90.02052842668168,80.0,0.0,763,33,0
0x03413203ef38895fb2661a62046949893ae9fd6b,52.66734351762504,86.82915006327814,82.99057730832271,97.5,0.0,762,20,0
0x01485557c2bc6e26c7187ff4cc38d5d9474405d4,54.8587668597077,89.12508119267568,87.1363385644639,86.33333333333333,0.0,762,18,0
0x031c7807637ecec27d158bd4156c954e682a2f54,61.60197142761678,73.54838709677419,81.18478157779737,100.0,0.0,762,93,0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,67.56985988447944,83.3945652617031,83.78116343490305,74.70070422535211,0.0,762,71,0
0x020265bc7ecc8b018c496f8bc4c6aa3ed1784e5a,61.005823792519394,88.38299875643315,78.91730636543059,84.51149425287356,0.0,761,29,0
0x0168459886bd2aa322c18ed0b209887095afcacb,54.943240678476805,80.64537325830733,83.35123537061119,99.8,0.0,760,25,0
0x04381813e17b6198435cdb83712d11d0eabd3217,54.19049665273662,89.7498709345493,87.03528073916134,85.71428571428572,0.0,760,21,0
0x060557d6362d3f7e40381571fc85525c61c064c8,51.14954056311288,85.92875048190518,87.79563956999638,95.52941176470588,0.0,760,17,0
0x0221049b11fc262500edcef74c4b84e9454b681f,69.69932733203409,78.13777376762604,89.54699055926682,70.29411764705883,0.0,759,60,0
0x05b68b3510021ebd6e2f1f49a1d4574437853602,48.46270376892105,93.31297573370836,86.48991712955473,91.42857142857143,0.0,759,28,0
0x005661a7a441451fafdccd579905a7dbc79fd538,67.17609451188599,86.31359378349947,85.26952556725654,68.56916565034913,0.0,759,61,0
0x0405e13dc7a586cc2c371f531e90ae50cf49beec,65.51732246307176,83.45582539364307,74.42086527929901,86.24125874125875,0.0,759,88,0
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,65.35253139697228,80.73681928548001,85.22976539589442,79.16666666666667,0.0,759,45,0
0x052370f3278cd2ad96be34bacc1748ebf8c99056,62.296236566524215,73.58490566037736,81.95646502140579,96.13207547169812,0.0,758,53,0
0x0135249c1897454959da69ac1481df6c1d4023a8,70.92923318161672,79.99437890423863,84.58749477940619,70.17482517482517,0.0,758,65,0
0x029de7a8c9511978c4795beccf60553d36318cfd,56.78533218969283,89.5470652608753,86.951960087022,80.5,0.0,758,20,0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,59.503978474015675,75.0112730796449,81.02601473761348,100.0,0.0,758,29,0
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,61.841033717450074,81.04565036498954,88.09374734284083,81.47058823529412,0.0,758,68,0
0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,52.14052169284933,89.96650582003436,97.25198511166253,78.25641025641025,0.0,758,13,0
0x0287445f647c448c92129fbb2ef816f43b0c0bf6,54.84122872685698,92.01701484912283,94.60743353434218,73.0,0.0,757,18,0
0x05e2461c8c10138aee241268f28de6003d3dbadb,65.11994801560556,81.17510299267109,87.41892973157019,75.84537185660781,0.0,757,89,0
0x05279be7b95aadfd686d24fcf6740869c81b7532,63.93125362453304,76.97529420649667,93.37276492634447,76.91094619666049,0.0,757,98,0
0x0268f26c311fee1e2652b78e0f4b186239bb30e3,68.37271471695165,82.28602863380235,81.81633906633908,74.02777777777777,0.0,757,54,0
0x02e4ac7c366cf7320bc78b816b162b26d605a4bd,52.45780714070259,86.8517664002587,77.96058597502402,100.0,0.0,757,10,0
0x0588fc09cfb90f057eb8bd46344ab483b7c42dd1,54.81224693452892,86.04861737720012,88.96211075441413,86.0,0.0,757,20,0
0x0351c94cae69947448969ca8b6fef20dfe14203b,63.02558302452297,82.16628335603414,82.58252682516306,82.90816326530613,0.0,757,49,0
0x0354a4de7462a6987cb9390d5bd065c9b98d34cf,52.77549792030649,89.05533833419483,80.96308523409365,93.61764705882354,0.0,757,17,0
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,66.22738394657085,81.09326676881435,90.82022086764272,70.08040500297797,0.0,756,73,0
0x042a154ede61e25b4220cbc83e76c79f8c0d3926,65.84105242548293,80.93433145151415,77.90093616061358,83.63636363636364,0.0,756,66,0
0x02c3df430a4125a05feeb5fee31c0ee911f952e1,53.544768333222926,90.46778162725036,91.18565910188315,80.05263157894737,0.0,756,19,0
0x035bc96201666333294c5a04395bb3618a2b6a11,69.63759424217277,80.07881176272382,85.72977813672858,70.49107142857143,0.0,756,63,0
0x018e2339fe910022db81f0df861ff792d406cf3d,69.71186555733773,81.40202915067928,80.64852482578956,73.40996168582376,0.0,756,87,0
0x00183135585d70a523d61b2e43037a7138b36906,66.95130576030446,81.06280710155525,86.76493109255249,72.56410256410257,0.0,756,54,0
0x01f562afdd11c353a9b56028b2a34d2bbbde4b14,65.36349275127503,75.6731731863411,88.79183490375715,80.24441076165213,0.0,756,91,0
0x0540003bbd356a49bc2e74a3f8f872dc318dc46b,65.69209689549325,79.77258277496969,83.96215772649926,78.75374625374626,0.0,755,91,0
0x0614d8ff2f527455e8fd8b4ed88abf3eab918f76,56.35490638680844,85.69871605469315,75.54545454545455,96.21212121212122,0.0,755,22,0
0x02f0e7c42da6ae4eea04c1df5f83f8178d33cc0b,52.22989942665868,87.33391264251243,76.62840707964602,100.0,0.0,754,10,0
0x035b32173c6beca69608dc1b5740bfec727c5d82,65.65653210399812,80.19201445064088,90.28369308350334,71.43724696356276,0.0,754,57,0
0x0230d420819b2654845fb9c570ac53c969b6c386,68.72971413470583,82.05278537979403,72.96610169491527,81.24401913875599,0.0,754,57,0
0x0335a3481a074ead996574587714af349a114013,53.39916522262077,85.42056087659392,86.63271431086076,90.3076923076923,0.0,754,13,0
0x02cb8ddf0e9fd20bedcdf13d765996870928864f,66.70514486381231,84.69037617021183,77.92753623188406,75.77777777777777,0.0,753,45,0
0x0611afbf50787361164004b2596719e5116b7315,58.3965322166521,88.56882787770257,80.98084756483239,82.58064516129032,0.0,753,31,0
0x047be7607fbf63467e2ca66af84b1cffd69c7bf2,52.39120116891533,86.4975708992529,79.64234573716439,97.0,0.0,753,12,0
0x0305cf6d8af11679eee6aa68c528ed25f837aa4f,55.73934023432767,84.67410389938782,72.8806907378336,100.0,0.0,753,26,0
0x0520e146a8eb11276ae1b4afdb9ab02bdb27b831,47.51520153073431,87.00098197946781,93.7775956284153,90.66666666666666,0.0,753,9,0
0x058b7ae6b79a769d365eb52883369b6fda899ec5,56.85064698021955,83.98949502775707,82.89226285606844,88.8961038961039,0.0,753,33,0
0x03a3d0eb17509dc9fb2a892ac1eab68419deb19b,56.271956099111044,86.88880602394181,68.78607809847199,100.0,0.0,752,19,0
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,61.83726926312612,73.33333333333333,76.26830337886412,100.0,0.0,752,45,0
0x060107c887eba77cccf5ddbcd9631e2371ab6f22,52.95654935666894,86.45040032704577,90.37321274231388,85.07142857142857,0.0,752,14,0
0x0295cb6cd98aa3f2a8ae832a1b9c6f2b8a7160df,58.89933004497151,83.64778750948383,75.38609090909091,92.73333333333332,0.0,752,25,0
0x006acbf79f7c4580fa01ffa48085d832592f1b63,57.11096666063405,91.0450086312657,84.21601078259675,78.0,0.0,752,18,0
0x028d10812993bf789c9c8789316f03e1985f07f2,58.24055575655494,93.50323143182703,84.3871794871795,72.23076923076923,0.0,751,13,0
0x0421fa1f9f228934332cc11de6f66497f43fb734,67.31877851799929,77.35327045992405,68.78373033237422,92.08333333333334,0.0,751,72,0
0x03f5c2747f164d5ff2e52161190b077c7219070a,55.216819734615385,90.77785068675321,84.7297251860486,80.5,0.0,751,20,0
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,66.39203222100102,80.93484257864142,79.32499212102111,78.52016404647983,0.0,750,77,0
0x0499f8afe7234321fd3da64116141431fc08ff35,53.875116040856106,91.50928683430291,81.31543566457992,85.07142857142857,0.0,750,14,0
0x00010a708585ba4812a1c5976182626c75cb7a6b,58.63547672001238,82.49686333122722,85.94694784971885,83.47701149425288,0.0,750,29,0
0x04f004eb2431e8f79fe0c671c807ecb2f5cc71ff,62.907037318434604,88.9923417176407,68.989110707804,84.48275862068965,0.0,750,29,0
0x029b56845268708b6b05a90f761ebfe15151c738,63.53855243166715,85.28036424558412,76.87617260787992,80.39295392953929,0.0,750,41,0
0x0607aa9076c72dab964a04dbf73ef9ba58206997,64.85595504197947,83.40617783994516,78.85274639657189,77.80748663101605,0.0,749,51,0
0x01b92f893b1c302bcf1945fd4edf10df99b4f181,50.0957572346343,87.15974465605612,90.97300959909656,86.75,0.0,749,8,0
0x02f7467aecaae0863706f954c7adfe47b5e5f538,53.776852430001405,89.94656193836249,92.62769718086791,75.0,0.0,748,15,0
0x002de04d579930686698abab5f48bda0b24fb9fc,65.23744302667687,74.24639869996446,82.12696186166775,85.14027149321267,0.0,748,85,0
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,69.1770402097914,77.92761195043998,77.67390952797201,77.27272727272728,0.0,747,66,0
0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,53.9791962637214,81.34149278738971,89.82784878165313,87.5,0.0,747,24,0
0x05c27519d3c87146fc0c9c75c3762e95402416d2,51.811256664288784,88.16371550813018,73.17182817182817,99.53846153846155,0.0,747,13,0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,63.888243358263225,81.3729269769142,86.4580025078532,73.18313953488372,0.0,746,43,0
0x057c1c29f1e071c8a4f92baf4255e8b76e5f8eed,60.07349740931248,81.93386494180152,81.01398601398601,84.41558441558442,0.0,746,33,0
0x015fe88d0d4787574aaf5af64726252484365338,54.13403722307736,94.96063396018916,92.61146297411199,67.1107972762618,0.0,746,11,0
0x0533abab4129b3a44ac45c8267d964cbfd5177f1,65.91376068112987,84.30010338337038,79.88871493579353,72.16666666666666,0.0,746,40,0
0x03289bb5b77a418cfbadec78a7c206b1eb6444c5,58.67481367135156,93.6332702480612,73.93332057730156,79.35294117647058,0.0,746,17,0
0x04803b46c2a8951a2ce0793d58db51b29656dfbe,68.47698996724016,74.18225657829612,85.5077978248099,74.91071428571428,0.0,746,63,0
0x025792a600b4844383a838f9ca9d97394ad23369,53.524674499717676,76.88418682504732,93.13732354601919,89.54545454545455,0.0,745,22,0
0x021fe7301b7e40ef740ba6bc4957864967aaa2f1,52.43623907279506,79.5504237312951,81.42084623323014,100.0,0.0,745,18,0
0x0582a627a632dbf689786b1e537d22062706baa1,50.685976663478456,83.97874235642524,90.11263087759376,88.83333333333334,0.0,745,18,0
0x04a6b09c4708f4c94670cc52b15b3dddb6c7d04c,62.097297612872964,84.90394783845865,83.44273266020491,74.09482758620689,0.0,745,29,0
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,50.465830205008636,89.70991675388777,86.95807017543859,84.5,0.0,744,10,0
0x038c266d54f2a143b8604343bcaf28caba4e8939,62.4557035728336,84.43094530691712,89.17010055907846,67.8735632183908,0.0,744,29,0
0x034aff341d97429136304f3021e8f27975de3da0,70.15880529643147,81.79517535024108,76.70780536059165,70.1048951048951,0.0,744,52,0
0x022db3d2cb668693ea15009057076a7f5e973ab7,56.00011257530347,95.7606561700505,93.35281690140845,61.0,0.0,744,5,0
0x01b19a62cba8bbc553b0137257f72371c826c403,53.94497444898648,88.8913919980346,82.23028756957328,84.5,0.0,744,12,0
0x014930c2d8878759763f3ac2a492ff94073fd80f,56.60098840383722,87.02509039627209,81.28362963601202,82.85714285714286,0.0,744,28,0
0x0099a7b429f7541cbda34d6aa8cd82181fbb8bb5,60.23649438388331,84.47772771600951,85.13280375526487,75.56306306306307,0.0,743,37,0
0x05327ca0590e721d5af0549ec40415d05155a2a4,61.206228877389066,87.31465321399676,66.2579464922711,89.2,0.0,743,25,0
0x037bef2da33513cfb998e36894d073773d3285f8,66.18166691902789,78.30676447990973,81.9878434534516,75.97826086956522,0.0,743,92,0
0x0225949faef9a120994a5501e30a161b418b6371,56.36560963497182,91.53694472390292,80.46953046953047,78.18181818181819,0.0,743,22,0
0x028e086f46912e677b909e30500c535aa10766b9,53.68878947137182,90.49238603091077,88.54908858753082,75.82352941176471,0.0,743,17,0
0x027af3fec91de9714ad0540be7b03487f332238d,49.552053999065826,88.72098095933205,83.75215780035865,90.0,0.0,743,15,0
0x028216b8e4ddc7b4272eea40afbaecca24f30b46,57.046630682049816,90.97091055215601,79.76043956043956,78.4,0.0,743,25,0
0x0228c4032162fc5485f00f2638822c15f32ca561,62.97982755923937,75.60671120871382,74.20254567622989,92.36842105263158,0.0,743,38,0
